m#node	C#degree	C#pagerank	C#clustering	C#closeness	C#betweenness	D#leiden	D#infomap	cD#class
java.awt.image.ImageFilter	0.009241	0.000653	0.604396	0.480495	0.000147	5	25	12
java.awt.image.ImageObserver	0.029703	0.001418	0.283838	0.347159	0.000071	2	2	12
java.awt.image.ImageProducer	0.034983	0.001775	0.183599	0.347477	0.000262	2	2	12
java.awt.image.ImagingOpException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	12
java.awt.image.IndexColorModel	0.007261	0.000534	0.709091	0.480800	0.000007	5	4	12
java.awt.image.Kernel	0.003300	0.000299	0.600000	0.477165	0.000015	5	0	12
java.awt.image.LookupOp	0.008581	0.000601	0.564103	0.481411	0.000212	5	4	12
java.awt.image.LookupTable	0.003960	0.000378	0.800000	0.477165	0.000001	0	0	12
java.awt.image.MemoryImageSource	0.004620	0.000360	0.571429	0.479430	0.000124	5	25	12
java.awt.image.MultiPixelPackedSampleModel	0.003300	0.000310	1.000000	0.476715	0.000000	0	26	12
java.awt.image.PackedColorModel	0.005941	0.000452	0.916667	0.479734	0.000000	5	4	12
java.awt.image.PixelGrabber	0.005281	0.000390	0.571429	0.480190	0.000126	5	25	12
java.awt.image.PixelInterleavedSampleModel	0.003960	0.000360	1.000000	0.476865	0.000000	0	26	12
java.awt.image.RGBImageFilter	0.005941	0.000441	0.638889	0.479734	0.000125	5	25	12
java.awt.image.Raster	0.020462	0.001364	0.326882	0.484800	0.000725	5	4	12
java.awt.image.RasterFormatException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	12
java.awt.image.RasterOp	0.007261	0.000517	0.581818	0.331655	0.000002	5	4	12
java.awt.image.RenderedImage	0.009901	0.000705	0.495238	0.481258	0.000292	5	4	12
java.awt.image.ReplicateScaleFilter	0.005941	0.000441	0.750000	0.479734	0.000124	5	25	12
java.awt.image.RescaleOp	0.007921	0.000548	0.621212	0.481258	0.000207	5	4	12
java.awt.image.SampleModel	0.012541	0.000919	0.502924	0.481870	0.000023	5	4	12
java.awt.image.ShortLookupTable	0.002640	0.000275	1.000000	0.476565	0.000000	0	0	12
java.awt.image.SinglePixelPackedSampleModel	0.003300	0.000310	1.000000	0.476715	0.000000	0	26	12
java.awt.image.TileObserver	0.001320	0.000176	1.000000	0.327073	0.000000	5	4	12
java.awt.image.VolatileImage	0.033003	0.001599	0.354286	0.491564	0.001015	2	2	12
java.awt.image.WritableRaster	0.016502	0.001099	0.416667	0.483871	0.000590	5	4	12
java.awt.image.WritableRenderedImage	0.007261	0.000548	0.690909	0.480647	0.000519	5	4	12
java.awt.image.renderable.ContextualRenderedImageFactory	0.006601	0.000520	0.644444	0.477767	0.000250	5	4	13
java.awt.image.renderable.ParameterBlock	0.007261	0.000564	0.545455	0.478220	0.000398	5	4	13
java.awt.image.renderable.RenderContext	0.007261	0.000544	0.527273	0.479430	0.000076	5	4	13
java.awt.image.renderable.RenderableImage	0.007261	0.000550	0.654545	0.478673	0.000005	5	4	13
java.awt.image.renderable.RenderableImageOp	0.006601	0.000511	0.777778	0.478673	0.000003	5	4	13
java.awt.image.renderable.RenderableImageProducer	0.005281	0.000423	0.357143	0.479582	0.000237	5	4	13
java.awt.image.renderable.RenderedImageFactory	0.002640	0.000263	0.666667	0.327780	0.000000	5	4	13
java.awt.peer.ButtonPeer	0.013861	0.000719	0.480952	0.479430	0.000056	2	2	14
java.awt.peer.CanvasPeer	0.013201	0.000677	0.447368	0.349642	0.000009	2	2	14
java.awt.peer.CheckboxMenuItemPeer	0.001980	0.000229	1.000000	0.471082	0.000000	2	2	14
java.awt.peer.CheckboxPeer	0.014521	0.000764	0.441558	0.479582	0.000064	2	2	14
java.awt.peer.ChoicePeer	0.013861	0.000719	0.480952	0.479430	0.000056	2	2	14
java.awt.peer.ComponentPeer	0.031023	0.001460	0.531915	0.353807	0.000053	2	2	14
java.awt.peer.ContainerPeer	0.024422	0.001176	0.590090	0.351508	0.000021	2	2	14
java.awt.peer.DesktopPeer	0.001320	0.000193	1.000000	0.326649	0.000000	0	20	14
java.awt.peer.DialogPeer	0.016502	0.000850	0.496667	0.481717	0.000081	2	2	14
java.awt.peer.FileDialogPeer	0.016502	0.000873	0.430000	0.481717	0.000075	2	2	14
java.awt.peer.FontPeer	0.000660	0.000131	0.000000	0.332018	0.000000	2	2	14
java.awt.peer.FramePeer	0.015842	0.000817	0.463768	0.480800	0.000073	2	2	14
java.awt.peer.KeyboardFocusManagerPeer	0.001320	0.000158	1.000000	0.337116	0.000000	2	2	14
java.awt.peer.LabelPeer	0.013861	0.000719	0.480952	0.479430	0.000056	2	2	14
java.awt.peer.LightweightPeer	0.013201	0.000677	0.447368	0.349642	0.000009	2	2	14
java.awt.peer.ListPeer	0.013861	0.000719	0.480952	0.479430	0.000056	2	2	14
java.awt.peer.MenuBarPeer	0.001980	0.000212	1.000000	0.332602	0.000000	2	2	14
java.awt.peer.MenuComponentPeer	0.005941	0.000457	0.527778	0.333333	0.000005	2	2	14
java.awt.peer.MenuItemPeer	0.003300	0.000334	0.600000	0.471375	0.000056	2	2	14
java.awt.peer.MenuPeer	0.003300	0.000316	0.800000	0.471522	0.000001	2	2	14
java.awt.peer.MouseInfoPeer	0.001320	0.000159	1.000000	0.336592	0.000000	2	2	14
java.awt.peer.PanelPeer	0.013201	0.000683	0.357895	0.349723	0.000010	2	2	14
java.awt.peer.PopupMenuPeer	0.003300	0.000293	0.800000	0.471522	0.000000	2	2	14
java.awt.peer.RobotPeer	0.000660	0.000130	0.000000	0.333113	0.000000	2	2	14
java.awt.peer.ScrollPanePeer	0.013861	0.000729	0.323810	0.350046	0.000045	2	2	14
java.awt.peer.ScrollbarPeer	0.013201	0.000677	0.447368	0.349642	0.000009	2	2	14
java.awt.peer.SystemTrayPeer	0.000660	0.000129	0.000000	0.329993	0.000000	2	2	14
java.awt.peer.TextAreaPeer	0.014521	0.000750	0.454545	0.479582	0.000064	2	2	14
java.awt.peer.TextComponentPeer	0.015842	0.000806	0.525362	0.479886	0.000073	2	2	14
java.awt.peer.TextFieldPeer	0.014521	0.000750	0.454545	0.479582	0.000064	2	2	14
java.awt.peer.TrayIconPeer	0.000660	0.000140	0.000000	0.468605	0.000000	0	0	14
java.awt.peer.WindowPeer	0.015182	0.000769	0.505929	0.350532	0.000011	2	2	14
java.awt.print.Book	0.003960	0.000414	0.600000	0.477316	0.000726	13	34	15
java.awt.print.PageFormat	0.005941	0.000578	0.500000	0.477918	0.000761	13	34	15
java.awt.print.Pageable	0.002640	0.000345	0.833333	0.324481	0.000000	13	34	15
java.awt.print.Paper	0.003300	0.000315	0.700000	0.477165	0.000015	13	34	15
java.awt.print.Printable	0.003300	0.000382	0.500000	0.331728	0.000019	13	34	15
java.awt.print.PrinterAbortException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	15
java.awt.print.PrinterException	0.005941	0.000465	0.888889	0.477918	0.000001	1	1	15
java.awt.print.PrinterGraphics	0.000660	0.000167	0.000000	0.323303	0.000000	13	34	15
java.awt.print.PrinterIOException	0.005281	0.000419	0.928571	0.477466	0.000000	1	1	15
java.awt.print.PrinterJob	0.004620	0.000556	0.428571	0.477617	0.002047	13	34	15
java.beans.AppletInitializer	0.001980	0.000228	0.333333	0.332748	0.000001	10	11	16
java.beans.ArrayPersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.BeanDescriptor	0.005941	0.000532	0.500000	0.477617	0.000799	0	35	16
java.beans.BeanInfo	0.004620	0.000458	0.333333	0.332018	0.000005	0	35	16
java.beans.Beans	0.003960	0.000375	0.600000	0.477617	0.000404	10	11	16
java.beans.BeansAppletContext	0.007261	0.000545	0.527273	0.482177	0.000491	0	16	16
java.beans.BeansAppletStub	0.003960	0.000357	0.733333	0.477015	0.000008	0	16	16
java.beans.ConstructorProperties	0.002640	0.000272	1.000000	0.476565	0.000000	0	0	16
java.beans.Customizer	0.001320	0.000173	0.000000	0.465295	0.000010	2	2	16
java.beans.DefaultPersistenceDelegate	0.015842	0.001328	0.311594	0.479734	0.000033	0	6	16
java.beans.DesignMode	0.001320	0.000186	1.000000	0.469767	0.000000	10	11	16
java.beans.Encoder	0.036304	0.002991	0.140067	0.484490	0.000522	0	6	16
java.beans.EnumPersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.EventHandler	0.003300	0.000331	0.800000	0.476715	0.000008	0	14	16
java.beans.EventSetDescriptor	0.003960	0.000361	0.733333	0.476865	0.000001	0	14	16
java.beans.ExceptionListener	0.003300	0.000339	0.100000	0.332310	0.000002	0	6	16
java.beans.Expression	0.003960	0.000369	1.000000	0.477015	0.000000	0	6	16
java.beans.FeatureDescriptor	0.005941	0.000516	0.666667	0.477617	0.000003	0	14	16
java.beans.GenericBeanInfo	0.004620	0.000407	0.809524	0.478976	0.000199	0	35	16
java.beans.IndexedPropertyChangeEvent	0.002640	0.000265	1.000000	0.476865	0.000000	0	0	16
java.beans.IndexedPropertyDescriptor	0.004620	0.000403	0.714286	0.477165	0.000002	0	14	16
java.beans.IntrospectionException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	16
java.beans.Introspector	0.002640	0.000277	0.500000	0.476865	0.000199	0	35	16
java.beans.MetaData	0.003300	0.000324	0.600000	0.477015	0.000201	0	35	16
java.beans.MethodDescriptor	0.003960	0.000361	0.733333	0.476865	0.000001	0	14	16
java.beans.NameGenerator	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	16
java.beans.NullPersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.ObjectInputStreamWithLoader	0.005281	0.000489	0.678571	0.477767	0.000654	0	11	16
java.beans.ParameterDescriptor	0.003300	0.000311	0.800000	0.476715	0.000001	0	0	16
java.beans.PersistenceDelegate	0.017822	0.001489	0.276353	0.480342	0.000046	0	6	16
java.beans.PrimitivePersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.PropertyChangeEvent	0.009241	0.000717	0.428571	0.478976	0.000162	10	11	16
java.beans.PropertyChangeListener	0.024422	0.001441	0.135135	0.347397	0.000281	2	2	16
java.beans.PropertyChangeListenerProxy	0.004620	0.000385	0.571429	0.481564	0.000218	10	11	16
java.beans.PropertyChangeSupport	0.003960	0.000337	0.600000	0.477466	0.000031	10	0	16
java.beans.PropertyDescriptor	0.005281	0.000452	0.678571	0.477316	0.000003	0	14	16
java.beans.PropertyEditor	0.006601	0.000497	0.533333	0.481105	0.000030	2	2	16
java.beans.PropertyEditorManager	0.002640	0.000264	0.833333	0.476715	0.000000	0	0	16
java.beans.PropertyEditorSupport	0.005281	0.000386	0.785714	0.481717	0.000030	2	2	16
java.beans.PropertyVetoException	0.005281	0.000418	0.821429	0.478069	0.000001	1	1	16
java.beans.ProxyPersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.ReflectionUtils	0.003960	0.000382	0.600000	0.477015	0.000236	0	14	16
java.beans.SimpleBeanInfo	0.004620	0.000407	0.809524	0.478976	0.000199	0	35	16
java.beans.Statement	0.003960	0.000369	1.000000	0.477015	0.000000	0	6	16
java.beans.StaticFieldsPersistenceDelegate	0.004620	0.000423	0.857143	0.477165	0.000001	0	6	16
java.beans.VetoableChangeListener	0.007921	0.000622	0.272727	0.333407	0.000035	10	11	16
java.beans.VetoableChangeListenerProxy	0.004620	0.000396	0.571429	0.481564	0.000304	10	11	16
java.beans.VetoableChangeSupport	0.003960	0.000348	0.600000	0.477466	0.000121	10	11	16
java.beans.Visibility	0.000660	0.000145	0.000000	0.324481	0.000000	10	11	16
java.beans.XMLDecoder	0.003960	0.000362	0.666667	0.477316	0.000241	0	0	16
java.beans.XMLEncoder	0.005941	0.000519	0.638889	0.477918	0.000241	0	6	16
java.beans.beancontext.BeanContext	0.014521	0.001189	0.333333	0.480190	0.001996	10	11	17
java.beans.beancontext.BeanContextChild	0.005941	0.000560	0.611111	0.471669	0.001372	10	11	17
java.beans.beancontext.BeanContextChildComponentProxy	0.000660	0.000128	0.000000	0.336069	0.000000	2	2	17
java.beans.beancontext.BeanContextChildSupport	0.007921	0.000619	0.500000	0.479279	0.000422	10	11	17
java.beans.beancontext.BeanContextContainerProxy	0.000660	0.000128	0.000000	0.333040	0.000000	2	2	17
java.beans.beancontext.BeanContextEvent	0.005281	0.000448	0.714286	0.478220	0.000003	10	11	17
java.beans.beancontext.BeanContextMembershipEvent	0.005281	0.000442	0.535714	0.478220	0.000260	10	11	17
java.beans.beancontext.BeanContextMembershipListener	0.003960	0.000353	0.400000	0.330353	0.000009	10	11	17
java.beans.beancontext.BeanContextProxy	0.000660	0.000152	0.000000	0.320567	0.000000	10	11	17
java.beans.beancontext.BeanContextServiceAvailableEvent	0.007261	0.000573	0.654545	0.478824	0.000252	10	11	17
java.beans.beancontext.BeanContextServiceProvider	0.003300	0.000302	0.900000	0.468026	0.000000	10	11	17
java.beans.beancontext.BeanContextServiceProviderBeanInfo	0.001980	0.000235	0.666667	0.331655	0.000000	0	35	17
java.beans.beancontext.BeanContextServiceRevokedEvent	0.007261	0.000589	0.618182	0.478824	0.000646	10	11	17
java.beans.beancontext.BeanContextServiceRevokedListener	0.003300	0.000318	0.600000	0.329778	0.000027	10	11	17
java.beans.beancontext.BeanContextServices	0.011881	0.000893	0.385621	0.480495	0.001143	10	11	17
java.beans.beancontext.BeanContextServicesListener	0.003960	0.000370	0.666667	0.327638	0.000001	10	11	17
java.beans.beancontext.BeanContextServicesSupport	0.015182	0.001111	0.363636	0.481717	0.001198	10	11	17
java.beans.beancontext.BeanContextSupport	0.013861	0.000994	0.390476	0.481564	0.000493	10	11	17
java.beans.java_awt_BorderLayout_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_CardLayout_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_Choice_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_Component_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_Container_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_Dimension_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_GridBagConstraints_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_GridBagLayout_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_Insets_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_List_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_MenuBar_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_MenuShortcut_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_Menu_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_Point_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_Rectangle_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_SystemColor_PersistenceDelegate	0.003300	0.000319	1.000000	0.476865	0.000000	0	6	16
java.beans.java_awt_font_TextAttribute_PersistenceDelegate	0.003300	0.000319	1.000000	0.476865	0.000000	0	6	16
java.beans.java_beans_beancontext_BeanContextSupport_PersistenceDelegate	0.003300	0.000319	1.000000	0.476865	0.000000	0	6	16
java.beans.java_lang_Class_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_lang_String_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_lang_reflect_Field_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_lang_reflect_Method_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_util_AbstractCollection_PersistenceDelegate	0.003300	0.000319	1.000000	0.476865	0.000000	0	6	16
java.beans.java_util_AbstractList_PersistenceDelegate	0.003300	0.000320	1.000000	0.476865	0.000000	0	6	16
java.beans.java_util_AbstractMap_PersistenceDelegate	0.003300	0.000319	1.000000	0.476865	0.000000	0	6	16
java.beans.java_util_Collection_PersistenceDelegate	0.004620	0.000424	0.857143	0.477165	0.000001	0	6	16
java.beans.java_util_Collections	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.java_util_Hashtable_PersistenceDelegate	0.003300	0.000319	1.000000	0.476865	0.000000	0	6	16
java.beans.java_util_List_PersistenceDelegate	0.003960	0.000369	0.933333	0.477015	0.000000	0	6	16
java.beans.java_util_Map_PersistenceDelegate	0.004620	0.000424	0.857143	0.477165	0.000001	0	6	16
java.beans.javax_swing_Box_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.javax_swing_DefaultComboBoxModel_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.javax_swing_DefaultListModel_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.javax_swing_JFrame_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.javax_swing_JMenu_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.javax_swing_JTabbedPane_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.javax_swing_ToolTipManager_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.javax_swing_border_MatteBorder_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.javax_swing_tree_DefaultMutableTreeNode_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.beans.sun_swing_PrintColorUIResource_PersistenceDelegate	0.003300	0.000315	1.000000	0.476865	0.000000	0	6	16
java.io.Bits	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	18
java.io.BufferedInputStream	0.003300	0.000310	1.000000	0.477015	0.000000	0	7	18
java.io.BufferedOutputStream	0.003300	0.000311	1.000000	0.477165	0.000000	0	7	18
java.io.BufferedReader	0.003960	0.000353	1.000000	0.477316	0.000000	8	0	18
java.io.BufferedWriter	0.003960	0.000345	0.666667	0.477316	0.000035	4	3	18
java.io.ByteArrayInputStream	0.002640	0.000262	1.000000	0.476865	0.000000	0	0	18
java.io.ByteArrayOutputStream	0.002640	0.000263	1.000000	0.477015	0.000000	0	0	18
java.io.CharArrayReader	0.003300	0.000303	1.000000	0.477165	0.000000	8	0	18
java.io.CharArrayWriter	0.003960	0.000345	0.666667	0.477316	0.000035	4	3	18
java.io.CharConversionException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	18
java.io.Closeable	0.005281	0.000458	0.107143	0.360029	0.000045	9	28	18
java.io.Console	0.004620	0.000405	0.571429	0.477767	0.000305	8	28	18
java.io.DataInput	0.003300	0.000346	0.400000	0.469767	0.000002	0	42	18
java.io.DataInputStream	0.003960	0.000369	0.733333	0.477165	0.000006	0	7	18
java.io.DataOutput	0.003300	0.000346	0.400000	0.469767	0.000002	0	42	18
java.io.DataOutputStream	0.003960	0.000369	0.733333	0.477316	0.000006	0	7	18
java.io.DeleteOnExitHook	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	18
java.io.EOFException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	18
java.io.ExpiringCache	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	18
java.io.Externalizable	0.003960	0.000377	0.400000	0.342450	0.000002	6	10	18
java.io.File	0.017162	0.001385	0.218462	0.483716	0.002114	0	20	18
java.io.FileDescriptor	0.009241	0.000780	0.439560	0.478522	0.000013	0	30	18
java.io.FileFilter	0.000660	0.000144	0.000000	0.326087	0.000000	0	20	18
java.io.FileInputStream	0.005281	0.000454	0.714286	0.478522	0.000003	0	30	18
java.io.FileNotFoundException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	18
java.io.FileOutputStream	0.005281	0.000455	0.714286	0.478673	0.000004	0	30	18
java.io.FilePermission	0.003960	0.000346	0.933333	0.477015	0.000000	0	9	18
java.io.FilePermissionCollection	0.004620	0.000387	0.761905	0.477165	0.000001	0	9	18
java.io.FileReader	0.004620	0.000400	0.761905	0.477617	0.000002	0	30	18
java.io.FileSystem	0.002640	0.000267	1.000000	0.476865	0.000000	0	20	18
java.io.FileWriter	0.005941	0.000481	0.611111	0.478069	0.000040	4	28	18
java.io.FilenameFilter	0.002640	0.000244	0.500000	0.472404	0.000002	2	20	18
java.io.FilterInputStream	0.007921	0.000679	0.575758	0.478220	0.000005	0	7	18
java.io.FilterOutputStream	0.007261	0.000612	0.618182	0.478371	0.000004	0	7	18
java.io.FilterReader	0.003960	0.000353	1.000000	0.477316	0.000000	8	0	18
java.io.FilterWriter	0.003960	0.000345	0.666667	0.477316	0.000035	4	3	18
java.io.Flushable	0.002640	0.000280	0.166667	0.329491	0.000001	4	28	18
java.io.IOError	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	18
java.io.IOException	0.020462	0.001458	0.335484	0.481870	0.000058	1	1	18
java.io.InputStream	0.050165	0.003608	0.101754	0.493485	0.001280	0	7	18
java.io.InputStreamReader	0.005941	0.000480	0.722222	0.477918	0.000002	4	31	18
java.io.InterruptedIOException	0.005281	0.000421	0.928571	0.477466	0.000000	1	1	18
java.io.InvalidClassException	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	18
java.io.InvalidObjectException	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	18
java.io.LineNumberInputStream	0.003300	0.000310	1.000000	0.477015	0.000000	0	7	18
java.io.LineNumberReader	0.003960	0.000353	1.000000	0.477316	0.000000	8	0	18
java.io.NotActiveException	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	18
java.io.NotSerializableException	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	18
java.io.ObjectInput	0.007261	0.000650	0.363636	0.477918	0.000554	6	10	18
java.io.ObjectInputStream	0.007261	0.000650	0.490909	0.479430	0.001114	0	11	18
java.io.ObjectInputValidation	0.001320	0.000201	1.000000	0.324272	0.000000	0	11	18
java.io.ObjectOutput	0.007261	0.000648	0.363636	0.477767	0.000550	6	10	18
java.io.ObjectOutputStream	0.005941	0.000513	0.527778	0.479127	0.000446	0	11	18
java.io.ObjectStreamClass	0.003300	0.000314	0.800000	0.476865	0.000000	0	0	18
java.io.ObjectStreamConstants	0.001980	0.000246	0.666667	0.324759	0.000000	0	11	18
java.io.ObjectStreamException	0.009241	0.000694	0.681319	0.478371	0.000003	1	1	18
java.io.ObjectStreamField	0.003300	0.000318	0.800000	0.476715	0.000000	0	0	18
java.io.OptionalDataException	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	18
java.io.OutputStream	0.035644	0.002633	0.125786	0.487766	0.001115	0	7	18
java.io.OutputStreamWriter	0.006601	0.000518	0.600000	0.478069	0.000039	4	31	18
java.io.PipedInputStream	0.003300	0.000316	0.900000	0.477015	0.000000	0	0	18
java.io.PipedOutputStream	0.003300	0.000317	0.900000	0.477165	0.000000	0	0	18
java.io.PipedReader	0.003960	0.000351	0.866667	0.477316	0.000000	4	0	18
java.io.PipedWriter	0.004620	0.000394	0.619048	0.477466	0.000036	4	0	18
java.io.PrintStream	0.185479	0.012393	0.036248	0.532139	0.007752	1	1	18
java.io.PrintWriter	0.180858	0.012067	0.037245	0.529535	0.006747	1	1	18
java.io.PushbackInputStream	0.003300	0.000310	1.000000	0.477015	0.000000	0	7	18
java.io.PushbackReader	0.003960	0.000353	1.000000	0.477316	0.000000	8	0	18
java.io.RandomAccessFile	0.005941	0.000528	0.388889	0.478673	0.000148	0	42	18
java.io.Reader	0.019802	0.001455	0.234483	0.482024	0.000657	8	13	18
java.io.SequenceInputStream	0.003300	0.000303	0.700000	0.477015	0.000001	0	0	18
java.io.Serializable	0.102310	0.007048	0.035610	0.509244	0.003845	3	0	18
java.io.SerializablePermission	0.006601	0.000573	0.600000	0.477767	0.000437	0	11	18
java.io.StreamCorruptedException	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	18
java.io.StreamTokenizer	0.003300	0.000303	0.900000	0.477165	0.000000	0	0	18
java.io.StringBufferInputStream	0.002640	0.000262	1.000000	0.476865	0.000000	0	0	18
java.io.StringReader	0.003300	0.000303	1.000000	0.477165	0.000000	8	0	18
java.io.StringWriter	0.004620	0.000386	0.714286	0.477466	0.000035	4	3	18
java.io.SyncFailedException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	18
java.io.UTFDataFormatException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	18
java.io.UnsupportedEncodingException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	18
java.io.WriteAbortedException	0.005281	0.000416	0.928571	0.477767	0.000000	1	1	18
java.io.Writer	0.014521	0.001070	0.294372	0.480190	0.000527	4	28	18
java.lang.AbstractMethodError	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	19
java.lang.AbstractStringBuilder	0.004620	0.000391	0.761905	0.477165	0.000035	4	3	19
java.lang.Appendable	0.018482	0.001343	0.150794	0.355801	0.000062	4	3	19
java.lang.ApplicationShutdownHooks	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.ArithmeticException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	19
java.lang.ArrayIndexOutOfBoundsException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	19
java.lang.ArrayStoreException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	19
java.lang.AssertionError	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	19
java.lang.AssertionStatusDirectives	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.Boolean	0.003960	0.000356	0.666667	0.477015	0.000001	0	0	19
java.lang.Byte	0.003300	0.000309	0.800000	0.476715	0.000000	0	0	19
java.lang.CharSequence	0.021782	0.001582	0.172348	0.473882	0.000095	4	3	19
java.lang.Character	0.004620	0.000393	0.571429	0.477316	0.000003	0	0	19
java.lang.CharacterData00	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.CharacterData01	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.CharacterData02	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.CharacterData0E	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.CharacterDataLatin1	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.CharacterDataPrivateUse	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.CharacterDataUndefined	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.Class	0.813201	0.059265	0.008282	0.839800	0.263848	0	0	19
java.lang.ClassCastException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	19
java.lang.ClassCircularityError	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	19
java.lang.ClassFormatError	0.005941	0.000469	0.888889	0.477617	0.000000	1	1	19
java.lang.ClassLoader	0.017822	0.001349	0.282051	0.481564	0.000074	0	16	19
java.lang.ClassNotFoundException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	19
java.lang.CloneNotSupportedException	0.005281	0.000419	0.964286	0.477767	0.000000	1	1	19
java.lang.Cloneable	0.045545	0.003103	0.017477	0.359687	0.000685	3	5	19
java.lang.Comparable	0.019142	0.001441	0.160099	0.481717	0.000118	0	0	19
